Date,TotalDemand [kWh],Period01 [kWh],Period02 [kWh],Period03 [kWh],Period04 [kWh],Period05 [kWh],Period06 [kWh],Period07 [kWh],Period08 [kWh],Period09 [kWh],Period10 [kWh],Period11 [kWh],Period12 [kWh],Period13 [kWh],Period14 [kWh],Period15 [kWh],Period16 [kWh],Period17 [kWh],Period18 [kWh],Period19 [kWh],Period20 [kWh],Period21 [kWh],Period22 [kWh],Period23 [kWh],Period24 [kWh],Period25 [kWh],Period26 [kWh],Period27 [kWh],Period28 [kWh],Period29 [kWh],Period30 [kWh],Period31 [kWh],Period32 [kWh],Period33 [kWh],Period34 [kWh],Period35 [kWh],Period36 [kWh],Period37 [kWh],Period38 [kWh],Period39 [kWh],Period40 [kWh],Period41 [kWh],Period42 [kWh],Period43 [kWh],Period44 [kWh],Period45 [kWh],Period46 [kWh],Period47 [kWh],Period48 [kWh],Period49 [kWh],Period50 [kWh],Period51 [kWh],Period52 [kWh],Period53 [kWh],Period54 [kWh],Period55 [kWh],Period56 [kWh],Period57 [kWh],Period58 [kWh],Period59 [kWh],Period60 [kWh],Period61 [kWh],Period62 [kWh],Period63 [kWh],Period64 [kWh],Period65 [kWh],Period66 [kWh],Period67 [kWh],Period68 [kWh],Period69 [kWh],Period70 [kWh],Period71 [kWh],Period72 [kWh],Period73 [kWh],Period74 [kWh],Period75 [kWh],Period76 [kWh],Period77 [kWh],Period78 [kWh],Period79 [kWh],Period80 [kWh],Period81 [kWh],Period82 [kWh],Period83 [kWh],Period84 [kWh],Period85 [kWh],Period86 [kWh],Period87 [kWh],Period88 [kWh],Period89 [kWh],Period90 [kWh],Period91 [kWh],Period92 [kWh],Period93 [kWh],Period94 [kWh],Period95 [kWh],Period96 [kWh]
01-Sep-2019,80411.04,767.52,768.96,780.48,777.6,771.84,767.52,767.52,767.52,768.96,768.96,766.08,761.76,756,756,761.76,754.56,756,756,754.56,754.56,757.44,761.76,756,753.12,767.52,771.84,761.76,760.32,779.04,781.92,779.04,781.92,790.56,803.52,807.84,817.92,815.04,822.24,832.32,848.16,861.12,869.76,871.2,876.96,882.72,875.52,885.6,888.48,921.6,937.44,912.96,905.76,915.84,907.2,907.2,895.68,907.2,905.76,874.08,895.68,885.6,872.64,872.64,887.04,884.16,891.36,891.36,888.48,885.6,881.28,884.16,882.72,878.4,884.16,895.68,895.68,882.72,874.08,840.96,865.44,869.76,868.32,864,872.64,882.72,869.76,874.08,874.08,872.64,874.08,866.88,864,856.8,851.04,848.16,846.72
02-Sep-2019,88948.8,817.92,804.96,804.96,792,792,790.56,800.64,803.52,800.64,796.32,797.76,799.2,794.88,797.76,802.08,800.64,797.76,797.76,794.88,793.44,802.08,799.2,812.16,826.56,843.84,849.6,852.48,851.04,871.2,871.2,869.76,875.52,902.88,941.76,969.12,943.2,933.12,940.32,940.32,953.28,959.04,963.36,966.24,979.2,983.52,989.28,997.92,1000.8,1008,1005.12,1020.96,1018.08,1009.44,996.48,1005.12,1016.64,1023.84,1028.16,1045.44,1038.24,1041.12,1044,1061.28,1049.76,1054.08,1056.96,1062.72,1052.64,1039.68,1046.88,1046.88,1041.12,996.48,977.76,974.88,973.44,959.04,959.04,959.04,948.96,953.28,947.52,940.32,947.52,943.2,936,936,943.2,940.32,928.8,925.92,921.6,915.84,915.84,912.96,911.52
03-Sep-2019,83761.92,907.2,911.52,914.4,918.72,918.72,907.2,911.52,905.76,905.76,905.76,897.12,894.24,887.04,876.96,868.32,869.76,862.56,859.68,865.44,858.24,842.4,828,816.48,845.28,866.88,871.2,874.08,872.64,889.92,898.56,905.76,907.2,946.08,1010.88,1028.16,1022.4,996.48,982.08,963.36,900,918.72,920.16,943.2,979.2,1028.16,1028.16,1006.56,956.16,799.2,0,17.28,324,643.68,812.16,881.28,1016.64,992.16,974.88,963.36,993.6,984.96,938.88,956.16,948.96,948.96,948.96,951.84,937.44,946.08,963.36,959.04,951.84,904.32,891.36,888.48,881.28,868.32,856.8,852.48,817.92,829.44,820.8,802.08,794.88,810.72,810.72,806.4,800.64,790.56,793.44,804.96,815.04,819.36,874.08,840.96,838.08
04-Sep-2019,91185.12,822.24,825.12,845.28,843.84,826.56,822.24,820.8,786.24,792,790.56,787.68,789.12,786.24,789.12,803.52,858.24,817.92,826.56,833.76,842.4,833.76,842.4,853.92,875.52,884.16,885.6,884.16,885.6,902.88,900,895.68,912.96,915.84,934.56,959.04,970.56,970.56,987.84,1000.8,1026.72,1015.2,1012.32,1020.96,1023.84,799.2,753.12,912.96,1058.4,1136.16,1128.96,1104.48,1100.16,1101.6,1068.48,1078.56,1101.6,1113.12,1113.12,1111.68,1110.24,1114.56,1104.48,1111.68,1117.44,1118.88,1116,1113.12,1110.24,1113.12,1104.48,1098.72,1091.52,1041.12,1002.24,992.16,993.6,982.08,986.4,986.4,1006.56,1005.12,995.04,961.92,944.64,937.44,918.72,902.88,891.36,878.4,872.64,862.56,856.8,845.28,840.96,840.96,829.44
05-Sep-2019,77001.12,828,826.56,851.04,842.4,836.64,843.84,806.4,825.12,794.88,806.4,792,779.04,760.32,763.2,757.44,734.4,730.08,728.64,718.56,709.92,708.48,722.88,738.72,720,740.16,748.8,745.92,741.6,767.52,773.28,770.4,783.36,806.4,816.48,832.32,829.44,828,840.96,840.96,846.72,855.36,858.24,865.44,866.88,868.32,865.44,865.44,869.76,865.44,864,858.24,865.44,862.56,869.76,884.16,908.64,872.64,892.8,898.56,869.76,861.12,859.68,862.56,830.88,846.72,851.04,840.96,833.76,839.52,839.52,838.08,839.52,809.28,793.44,776.16,779.04,768.96,767.52,766.08,757.44,750.24,748.8,750.24,747.36,757.44,756,751.68,743.04,735.84,740.16,731.52,731.52,734.4,735.84,730.08,731.52
06-Sep-2019,75470.4,741.6,741.6,743.04,744.48,740.16,727.2,720,737.28,724.32,724.32,717.12,712.8,711.36,715.68,711.36,708.48,717.12,727.2,714.24,714.24,717.12,731.52,741.6,744.48,763.2,764.64,757.44,764.64,774.72,771.84,774.72,792,810.72,820.8,832.32,832.32,842.4,846.72,855.36,861.12,868.32,868.32,864,861.12,865.44,865.44,871.2,862.56,853.92,859.68,858.24,861.12,865.44,865.44,865.44,875.52,864,853.92,853.92,849.6,849.6,855.36,878.4,865.44,859.68,865.44,858.24,855.36,853.92,852.48,849.6,852.48,815.04,796.32,783.36,771.84,750.24,743.04,743.04,737.28,735.84,727.2,724.32,724.32,725.76,721.44,714.24,717.12,720,712.8,712.8,718.56,712.8,711.36,705.6,704.16
07-Sep-2019,73667.52,728.64,730.08,744.48,751.68,741.6,732.96,734.4,731.52,728.64,728.64,725.76,725.76,727.2,724.32,724.32,724.32,725.76,724.32,724.32,724.32,720,727.2,722.88,715.68,724.32,717.12,718.56,717.12,732.96,738.72,732.96,737.28,740.16,740.16,737.28,748.8,750.24,753.12,756,756,763.2,756,763.2,764.64,768.96,768.96,780.48,783.36,779.04,779.04,781.92,783.36,781.92,789.12,787.68,790.56,792,793.44,794.88,792,803.52,803.52,806.4,810.72,812.16,817.92,817.92,819.36,826.56,825.12,828,825.12,825.12,817.92,816.48,813.6,793.44,799.2,799.2,796.32,794.88,790.56,784.8,783.36,783.36,784.8,789.12,787.68,784.8,790.56,784.8,774.72,773.28,776.16,773.28,770.4
08-Sep-2019,77119.2,773.28,773.28,776.16,776.16,768.96,766.08,767.52,756,758.88,757.44,757.44,750.24,748.8,744.48,744.48,747.36,745.92,750.24,748.8,750.24,753.12,754.56,757.44,747.36,756,761.76,754.56,761.76,784.8,779.04,768.96,771.84,777.6,779.04,779.04,789.12,793.44,789.12,784.8,783.36,786.24,786.24,786.24,787.68,790.56,790.56,789.12,790.56,797.76,799.2,799.2,796.32,800.64,809.28,815.04,825.12,830.88,836.64,838.08,852.48,858.24,858.24,855.36,861.12,852.48,845.28,849.6,846.72,846.72,855.36,856.8,856.8,852.48,848.16,848.16,843.84,842.4,845.28,839.52,843.84,843.84,849.6,839.52,856.8,843.84,817.92,812.16,823.68,833.76,840.96,842.4,846.72,839.52,839.52,846.72,839.52
09-Sep-2019,81190.08,800.64,761.76,735.84,738.72,730.08,725.76,721.44,724.32,712.8,708.48,708.48,709.92,699.84,698.4,699.84,699.84,702.72,699.84,702.72,708.48,708.48,714.24,730.08,735.84,743.04,738.72,737.28,743.04,761.76,773.28,776.16,790.56,803.52,822.24,845.28,848.16,851.04,864,874.08,875.52,881.28,888.48,888.48,895.68,895.68,901.44,912.96,915.84,910.08,914.4,910.08,912.96,917.28,925.92,930.24,936,1003.68,997.92,972,966.24,967.68,967.68,967.68,973.44,976.32,982.08,969.12,972,974.88,972,960.48,953.28,923.04,911.52,901.44,898.56,878.4,879.84,876.96,864,865.44,864,861.12,869.76,864,864,865.44,861.12,862.56,865.44,865.44,869.76,861.12,862.56,859.68,855.36
10-Sep-2019,90102.24,858.24,853.92,856.8,853.92,855.36,858.24,856.8,853.92,852.48,856.8,853.92,855.36,845.28,843.84,842.4,846.72,848.16,848.16,848.16,853.92,858.24,856.8,875.52,885.6,898.56,904.32,894.24,892.8,918.72,934.56,931.68,934.56,954.72,967.68,982.08,984.96,992.16,993.6,967.68,1054.08,1069.92,1045.44,1026.72,1023.84,1020.96,1022.4,1018.08,1019.52,1013.76,1010.88,1016.64,1019.52,1023.84,1028.16,1012.32,1019.52,1025.28,1026.72,1016.64,1013.76,1006.56,1010.88,1013.76,1008,1006.56,1009.44,1012.32,1016.64,1015.2,1012.32,1005.12,1006.56,961.92,941.76,933.12,933.12,918.72,918.72,915.84,918.72,915.84,904.32,912.96,910.08,904.32,911.52,908.64,901.44,904.32,889.92,879.84,881.28,878.4,878.4,876.96,879.84
11-Sep-2019,95349.6,875.52,869.76,869.76,861.12,861.12,864,868.32,866.88,855.36,855.36,858.24,861.12,851.04,851.04,851.04,853.92,848.16,856.8,855.36,855.36,861.12,871.2,891.36,905.76,907.2,902.88,905.76,901.44,879.84,901.44,951.84,951.84,966.24,984.96,984.96,987.84,997.92,995.04,1002.24,1000.8,1010.88,1025.28,1029.6,1031.04,1042.56,1054.08,1052.64,1064.16,1064.16,1074.24,1078.56,1069.92,1077.12,1088.64,1098.72,1100.16,1110.24,1116,1120.32,1123.2,1123.2,1134.72,1131.84,1131.84,1131.84,1134.72,1137.6,1146.24,1149.12,1140.48,1140.48,1140.48,1114.56,1104.48,1087.2,1062.72,1031.04,1023.84,1026.72,1009.44,1006.56,1000.8,1000.8,996.48,996.48,1002.24,999.36,992.16,992.16,995.04,982.08,986.4,983.52,984.96,984.96,970.56
12-Sep-2019,94707.36,970.56,967.68,956.16,960.48,969.12,966.24,973.44,959.04,961.92,948.96,959.04,957.6,951.84,950.4,950.4,948.96,950.4,943.2,951.84,956.16,957.6,960.48,992.16,997.92,992.16,977.76,980.64,995.04,1016.64,1026.72,1033.92,1045.44,1071.36,1087.2,1107.36,1105.92,1088.64,1077.12,1077.12,1084.32,1094.4,1097.28,1097.28,1098.72,1097.28,1095.84,1095.84,1095.84,1072.8,1075.68,1077.12,1074.24,1082.88,1084.32,1072.8,1084.32,1088.64,1100.16,1094.4,1092.96,1091.52,1081.44,1085.76,1069.92,1055.52,1055.52,1052.64,1042.56,1035.36,1026.72,1016.64,1010.88,967.68,940.32,912.96,910.08,967.68,902.88,902.88,887.04,851.04,865.44,864,914.4,840.96,843.84,835.2,812.16,809.28,806.4,802.08,794.88,771.84,761.76,761.76,754.56
13-Sep-2019,75576.96,754.56,751.68,754.56,753.12,753.12,747.36,743.04,737.28,735.84,734.4,734.4,725.76,720,724.32,718.56,718.56,715.68,722.88,714.24,714.24,711.36,721.44,738.72,732.96,737.28,732.96,740.16,740.16,751.68,760.32,770.4,776.16,802.08,812.16,815.04,828,833.76,839.52,835.2,843.84,861.12,849.6,852.48,858.24,864,861.12,861.12,853.92,859.68,862.56,862.56,864,876.96,871.2,872.64,862.56,855.36,859.68,869.76,872.64,866.88,853.92,852.48,862.56,858.24,846.72,858.24,859.68,852.48,848.16,848.16,843.84,812.16,793.44,786.24,789.12,766.08,760.32,763.2,756,751.68,750.24,745.92,737.28,735.84,731.52,725.76,735.84,730.08,724.32,717.12,720,717.12,711.36,707.04,709.92
14-Sep-2019,84611.52,740.16,748.8,748.8,747.36,747.36,757.44,754.56,751.68,743.04,751.68,750.24,748.8,756,753.12,760.32,766.08,764.64,777.6,779.04,777.6,783.36,784.8,781.92,783.36,792,797.76,800.64,813.6,828,820.8,823.68,819.36,826.56,830.88,839.52,843.84,846.72,858.24,864,861.12,862.56,874.08,875.52,874.08,878.4,879.84,885.6,904.32,943.2,908.64,911.52,915.84,925.92,924.48,928.8,934.56,930.24,941.76,943.2,947.52,951.84,951.84,960.48,956.16,960.48,967.68,976.32,979.2,983.52,974.88,976.32,973.44,977.76,979.2,980.64,984.96,979.2,969.12,977.76,973.44,976.32,974.88,969.12,970.56,979.2,976.32,974.88,976.32,969.12,963.36,954.72,956.16,957.6,954.72,960.48,948.96
15-Sep-2019,87204.96,946.08,941.76,944.64,948.96,959.04,966.24,956.16,951.84,957.6,951.84,947.52,944.64,946.08,950.4,954.72,950.4,934.56,940.32,930.24,930.24,936,924.48,915.84,917.28,923.04,938.88,928.8,920.16,947.52,943.2,933.12,941.76,937.44,921.6,923.04,924.48,928.8,933.12,924.48,928.8,923.04,928.8,931.68,920.16,938.88,931.68,923.04,925.92,923.04,921.6,930.24,915.84,918.72,917.28,910.08,910.08,915.84,912.96,914.4,912.96,876.96,882.72,884.16,888.48,891.36,884.16,887.04,887.04,875.52,872.64,868.32,876.96,872.64,869.76,869.76,869.76,859.68,861.12,859.68,856.8,858.24,859.68,859.68,861.12,904.32,872.64,833.76,845.28,849.6,852.48,855.36,869.76,889.92,861.12,828,838.08
16-Sep-2019,87878.88,803.52,780.48,793.44,797.76,790.56,797.76,794.88,779.04,773.28,787.68,802.08,796.32,789.12,786.24,789.12,789.12,790.56,793.44,794.88,790.56,794.88,800.64,815.04,832.32,836.64,848.16,869.76,878.4,901.44,912.96,925.92,974.88,977.76,928.8,944.64,948.96,963.36,1029.6,1008,995.04,1005.12,1016.64,1013.76,1010.88,1010.88,1015.2,1022.4,1015.2,1010.88,1018.08,1019.52,1015.2,1018.08,1018.08,1025.28,1026.72,1020.96,1028.16,1019.52,1019.52,1008,1018.08,1015.2,1009.44,1012.32,1023.84,1018.08,1012.32,1008,1006.56,999.36,1000.8,967.68,938.88,950.4,936,879.84,892.8,889.92,884.16,878.4,885.6,884.16,879.84,794.88,892.8,996.48,943.2,881.28,881.28,878.4,869.76,864,874.08,845.28,800.64
17-Sep-2019,78888.96,789.12,790.56,784.8,773.28,760.32,763.2,760.32,753.12,747.36,748.8,745.92,741.6,748.8,740.16,735.84,732.96,734.4,734.4,730.08,728.64,727.2,725.76,750.24,756,753.12,764.64,764.64,763.2,790.56,797.76,817.92,825.12,851.04,856.8,871.2,869.76,872.64,892.8,894.24,887.04,884.16,921.6,954.72,954.72,874.08,900,901.44,894.24,892.8,891.36,904.32,907.2,910.08,911.52,910.08,910.08,921.6,923.04,917.28,936,908.64,983.52,911.52,924.48,882.72,881.28,882.72,885.6,881.28,879.84,879.84,875.52,836.64,819.36,812.16,803.52,793.44,796.32,781.92,776.16,776.16,780.48,774.72,766.08,770.4,766.08,777.6,767.52,758.88,754.56,750.24,747.36,748.8,748.8,756,753.12
18-Sep-2019,76769.28,750.24,745.92,745.92,748.8,748.8,753.12,745.92,750.24,744.48,748.8,743.04,743.04,745.92,741.6,743.04,745.92,744.48,743.04,734.4,737.28,731.52,737.28,754.56,751.68,751.68,750.24,750.24,757.44,779.04,771.84,783.36,882.72,855.36,833.76,829.44,838.08,879.84,901.44,846.72,866.88,861.12,865.44,872.64,876.96,874.08,894.24,891.36,882.72,874.08,866.88,868.32,864,881.28,876.96,882.72,891.36,874.08,874.08,868.32,866.88,855.36,858.24,855.36,851.04,843.84,839.52,840.96,846.72,842.4,840.96,839.52,838.08,809.28,794.88,794.88,786.24,773.28,774.72,770.4,763.2,757.44,761.76,756,754.56,745.92,748.8,744.48,744.48,743.04,741.6,737.28,734.4,732.96,730.08,725.76,727.2
19-Sep-2019,75936.96,727.2,727.2,727.2,724.32,728.64,727.2,725.76,717.12,715.68,717.12,711.36,711.36,707.04,708.48,698.4,701.28,699.84,695.52,699.84,694.08,704.16,699.84,718.56,721.44,734.4,738.72,734.4,732.96,754.56,760.32,743.04,757.44,803.52,812.16,806.4,817.92,823.68,828,828,838.08,833.76,813.6,839.52,849.6,851.04,849.6,858.24,836.64,843.84,842.4,846.72,842.4,849.6,855.36,851.04,853.92,862.56,864,866.88,864,865.44,868.32,871.2,879.84,876.96,869.76,865.44,866.88,871.2,866.88,865.44,872.64,842.4,828,830.88,830.88,819.36,815.04,810.72,797.76,799.2,802.08,787.68,789.12,787.68,786.24,790.56,777.6,773.28,764.64,757.44,754.56,745.92,740.16,732.96,735.84
20-Sep-2019,78357.6,728.64,728.64,731.52,728.64,727.2,724.32,724.32,725.76,725.76,727.2,725.76,721.44,722.88,720,720,720,717.12,718.56,722.88,717.12,722.88,718.56,740.16,734.4,744.48,744.48,743.04,751.68,768.96,779.04,786.24,787.68,809.28,786.24,872.64,879.84,846.72,835.2,845.28,849.6,855.36,868.32,868.32,875.52,882.72,884.16,894.24,882.72,869.76,881.28,892.8,901.44,910.08,912.96,912.96,908.64,911.52,914.4,921.6,933.12,930.24,904.32,901.44,912.96,911.52,907.2,898.56,897.12,904.32,902.88,907.2,904.32,869.76,839.52,856.8,861.12,835.2,828,819.36,820.8,813.6,807.84,804.96,803.52,802.08,794.88,794.88,793.44,790.56,783.36,776.16,780.48,774.72,780.48,771.84,766.08
21-Sep-2019,81871.2,794.88,802.08,806.4,809.28,802.08,796.32,793.44,802.08,793.44,790.56,792,792,796.32,797.76,796.32,789.12,789.12,793.44,793.44,783.36,780.48,790.56,803.52,790.56,789.12,792,783.36,793.44,810.72,809.28,807.84,815.04,813.6,826.56,830.88,823.68,829.44,839.52,846.72,848.16,856.8,862.56,872.64,878.4,882.72,897.12,900,898.56,885.6,874.08,869.76,861.12,862.56,875.52,879.84,884.16,892.8,892.8,882.72,888.48,894.24,897.12,898.56,894.24,895.68,894.24,891.36,894.24,891.36,887.04,885.6,881.28,876.96,875.52,864,868.32,864,856.8,864,882.72,888.48,891.36,891.36,889.92,888.48,878.4,874.08,879.84,889.92,901.44,912.96,915.84,914.4,992.16,943.2,925.92
22-Sep-2019,90185.76,910.08,911.52,902.88,895.68,891.36,904.32,887.04,889.92,888.48,853.92,843.84,859.68,862.56,853.92,849.6,852.48,849.6,858.24,846.72,856.8,849.6,855.36,858.24,849.6,858.24,852.48,853.92,843.84,855.36,853.92,852.48,859.68,864,864,874.08,881.28,882.72,889.92,885.6,887.04,884.16,894.24,900,918.72,993.6,954.72,947.52,946.08,953.28,960.48,972,977.76,990.72,997.92,1002.24,1010.88,1020.96,1033.92,1032.48,1036.8,1039.68,1035.36,1033.92,1026.72,1025.28,1023.84,1020.96,1022.4,1022.4,1025.28,1018.08,1016.64,1018.08,1016.64,1019.52,1022.4,1008,1000.8,1003.68,997.92,1003.68,1000.8,999.36,993.6,995.04,987.84,980.64,986.4,986.4,979.2,980.64,961.92,953.28,944.64,931.68,934.56
23-Sep-2019,95371.2,917.28,905.76,905.76,912.96,920.16,905.76,905.76,900,902.88,901.44,905.76,900,901.44,908.64,908.64,900,901.44,901.44,897.12,895.68,898.56,898.56,910.08,911.52,934.56,938.88,938.88,940.32,964.8,979.2,976.32,983.52,1015.2,1039.68,1046.88,1038.24,1045.44,1052.64,1072.8,1078.56,1080,1095.84,1124.64,1117.44,1116,1107.36,1103.04,1116,1117.44,1117.44,1124.64,1126.08,1139.04,1137.6,1134.72,1146.24,1141.92,1131.84,1123.2,1110.24,1101.6,1092.96,1084.32,1087.2,1080,1058.4,1049.76,1052.64,1039.68,1033.92,1029.6,1039.68,987.84,966.24,950.4,948.96,936,936,930.24,918.72,920.16,921.6,925.92,940.32,940.32,934.56,937.44,930.24,927.36,918.72,917.28,921.6,930.24,933.12,937.44,937.44
24-Sep-2019,82480.32,928.8,937.44,950.4,951.84,931.68,908.64,891.36,813.6,803.52,815.04,809.28,804.96,804.96,804.96,807.84,806.4,800.64,806.4,792,796.32,799.2,796.32,817.92,825.12,832.32,839.52,823.68,823.68,849.6,871.2,871.2,868.32,891.36,889.92,892.8,902.88,901.44,892.8,897.12,900,902.88,907.2,930.24,938.88,934.56,938.88,934.56,931.68,934.56,930.24,927.36,928.8,928.8,933.12,937.44,931.68,933.12,921.6,923.04,914.4,904.32,901.44,907.2,905.76,911.52,911.52,904.32,908.64,902.88,911.52,914.4,904.32,861.12,846.72,838.08,830.88,812.16,809.28,804.96,802.08,797.76,792,784.8,771.84,779.04,773.28,766.08,763.2,764.64,754.56,757.44,754.56,751.68,758.88,754.56,747.36
25-Sep-2019,80909.28,744.48,744.48,741.6,744.48,750.24,745.92,737.28,735.84,731.52,738.72,735.84,730.08,728.64,727.2,727.2,721.44,718.56,722.88,722.88,724.32,720,725.76,748.8,745.92,756,764.64,761.76,761.76,790.56,804.96,803.52,803.52,830.88,836.64,846.72,848.16,853.92,861.12,845.28,910.08,954.72,907.2,891.36,912.96,921.6,914.4,924.48,918.72,902.88,905.76,917.28,934.56,933.12,940.32,950.4,946.08,948.96,947.52,947.52,954.72,940.32,940.32,937.44,940.32,938.88,940.32,936,930.24,930.24,933.12,936,936,889.92,868.32,868.32,879.84,855.36,853.92,856.8,862.56,855.36,846.72,842.4,840.96,843.84,842.4,840.96,851.04,843.84,836.64,838.08,836.64,839.52,848.16,829.44,830.88
26-Sep-2019,86977.44,817.92,809.28,793.44,786.24,789.12,790.56,783.36,780.48,773.28,776.16,768.96,771.84,770.4,773.28,776.16,774.72,776.16,779.04,774.72,776.16,779.04,784.8,816.48,826.56,828,840.96,845.28,849.6,872.64,875.52,876.96,879.84,907.2,920.16,914.4,936,956.16,976.32,983.52,995.04,1005.12,1085.76,1058.4,1072.8,1074.24,1067.04,1069.92,1064.16,1061.28,1062.72,1078.56,1082.88,1091.52,1105.92,1105.92,1117.44,1117.44,1133.28,1123.2,1131.84,1121.76,1077.12,1065.6,1059.84,1022.4,1013.76,1016.64,1026.72,982.08,904.32,908.64,904.32,874.08,855.36,851.04,852.48,840.96,832.32,823.68,819.36,825.12,816.48,807.84,813.6,842.4,840.96,839.52,835.2,823.68,806.4,815.04,813.6,815.04,806.4,804.96,803.52
27-Sep-2019,79107.84,799.2,799.2,800.64,797.76,803.52,797.76,793.44,780.48,779.04,780.48,781.92,783.36,781.92,779.04,773.28,768.96,763.2,757.44,754.56,758.88,753.12,750.24,770.4,774.72,783.36,780.48,776.16,773.28,800.64,815.04,822.24,816.48,825.12,836.64,846.72,856.8,856.8,898.56,938.88,895.68,895.68,895.68,855.36,891.36,887.04,884.16,885.6,885.6,889.92,887.04,888.48,895.68,901.44,910.08,910.08,902.88,898.56,895.68,898.56,897.12,891.36,897.12,902.88,897.12,902.88,898.56,900,879.84,840.96,825.12,819.36,823.68,810.72,793.44,793.44,792,771.84,768.96,763.2,766.08,770.4,767.52,768.96,766.08,768.96,763.2,777.6,797.76,799.2,797.76,794.88,793.44,796.32,787.68,777.6,780.48
28-Sep-2019,91591.2,820.8,832.32,848.16,838.08,836.64,832.32,829.44,830.88,828,829.44,842.4,839.52,839.52,848.16,845.28,843.84,839.52,840.96,846.72,845.28,851.04,855.36,864,866.88,861.12,859.68,855.36,862.56,888.48,878.4,876.96,871.2,884.16,892.8,901.44,918.72,923.04,927.36,930.24,927.36,933.12,946.08,946.08,947.52,961.92,951.84,946.08,937.44,940.32,948.96,953.28,969.12,1039.68,1002.24,999.36,1006.56,1015.2,1023.84,1025.28,1035.36,1033.92,1036.8,1049.76,1055.52,1061.28,1064.16,1071.36,1071.36,1067.04,1067.04,1068.48,1078.56,1064.16,1067.04,1058.4,1061.28,1049.76,1039.68,1041.12,1009.44,1041.12,1038.24,1036.8,1036.8,1036.8,1039.68,1036.8,1036.8,1025.28,1028.16,1035.36,1023.84,1020.96,1019.52,1013.76,1022.4
29-Sep-2019,85723.2,1016.64,1010.88,1008,1009.44,1022.4,1019.52,1012.32,1010.88,1018.08,1016.64,1013.76,1010.88,1012.32,999.36,995.04,983.52,980.64,979.2,974.88,973.44,966.24,941.76,937.44,928.8,936,934.56,933.12,934.56,947.52,938.88,943.2,946.08,950.4,951.84,925.92,920.16,915.84,875.52,891.36,881.28,878.4,874.08,878.4,881.28,887.04,892.8,892.8,882.72,882.72,884.16,869.76,866.88,871.2,872.64,874.08,868.32,875.52,876.96,875.52,881.28,878.4,871.2,872.64,871.2,865.44,866.88,861.12,865.44,862.56,862.56,856.8,853.92,845.28,846.72,832.32,826.56,817.92,816.48,813.6,812.16,806.4,809.28,802.08,789.12,784.8,781.92,777.6,781.92,779.04,768.96,773.28,773.28,767.52,767.52,761.76,764.64
30-Sep-2019,76217.76,727.2,715.68,708.48,718.56,720,712.8,712.8,708.48,712.8,717.12,711.36,704.16,702.72,696.96,701.28,695.52,698.4,691.2,692.64,694.08,692.64,699.84,717.12,720,727.2,724.32,730.08,737.28,756,761.76,761.76,773.28,792,803.52,806.4,812.16,813.6,810.72,820.8,819.36,828,839.52,845.28,842.4,835.2,766.08,858.24,969.12,941.76,869.76,864,864,866.88,874.08,872.64,878.4,882.72,895.68,898.56,889.92,888.48,894.24,902.88,848.16,888.48,956.16,1019.52,954.72,902.88,892.8,885.6,876.96,830.88,810.72,804.96,800.64,784.8,780.48,786.24,786.24,771.84,770.4,761.76,763.2,761.76,760.32,757.44,757.44,751.68,760.32,761.76,753.12,748.8,747.36,745.92,744.48
01-Oct-2019,86834.88,750.24,751.68,753.12,753.12,751.68,760.32,764.64,751.68,747.36,750.24,744.48,747.36,744.48,738.72,737.28,731.52,741.6,735.84,738.72,741.6,743.04,743.04,767.52,796.32,803.52,802.08,797.76,806.4,830.88,835.2,842.4,852.48,881.28,894.24,901.44,905.76,928.8,930.24,930.24,937.44,959.04,946.08,936,938.88,966.24,954.72,951.84,956.16,966.24,972,1019.52,1016.64,999.36,1003.68,1018.08,1019.52,1013.76,1013.76,1015.2,1028.16,1005.12,1012.32,1025.28,1002.24,1039.68,1052.64,1065.6,1075.68,1077.12,1080,1075.68,1064.16,1029.6,1003.68,990.72,982.08,963.36,956.16,946.08,948.96,947.52,937.44,941.76,933.12,936,937.44,937.44,928.8,933.12,930.24,923.04,920.16,923.04,923.04,917.28,908.64
02-Oct-2019,98612.64,912.96,904.32,901.44,905.76,912.96,911.52,904.32,898.56,905.76,910.08,910.08,902.88,905.76,901.44,911.52,908.64,912.96,912.96,908.64,907.2,912.96,911.52,927.36,941.76,956.16,964.8,959.04,967.68,996.48,1008,1003.68,1013.76,1065.6,1078.56,1080,1084.32,1097.28,1058.4,1100.16,1105.92,1121.76,1118.88,1128.96,1144.8,1141.92,1133.28,1157.76,1162.08,1136.16,1160.64,1172.16,1175.04,1175.04,1182.24,1185.12,1185.12,1170.72,1159.2,1149.12,1173.6,1170.72,1169.28,1167.84,1143.36,1167.84,1143.36,1164.96,1157.76,1163.52,1152,1153.44,1153.44,1128.96,1118.88,1124.64,1105.92,1078.56,1059.84,1058.4,1012.32,974.88,977.76,967.68,959.04,948.96,938.88,921.6,914.4,861.12,875.52,876.96,875.52,865.44,851.04,848.16,843.84
