Date,TotalDemand [kWh],Period01 [kWh],Period02 [kWh],Period03 [kWh],Period04 [kWh],Period05 [kWh],Period06 [kWh],Period07 [kWh],Period08 [kWh],Period09 [kWh],Period10 [kWh],Period11 [kWh],Period12 [kWh],Period13 [kWh],Period14 [kWh],Period15 [kWh],Period16 [kWh],Period17 [kWh],Period18 [kWh],Period19 [kWh],Period20 [kWh],Period21 [kWh],Period22 [kWh],Period23 [kWh],Period24 [kWh],Period25 [kWh],Period26 [kWh],Period27 [kWh],Period28 [kWh],Period29 [kWh],Period30 [kWh],Period31 [kWh],Period32 [kWh],Period33 [kWh],Period34 [kWh],Period35 [kWh],Period36 [kWh],Period37 [kWh],Period38 [kWh],Period39 [kWh],Period40 [kWh],Period41 [kWh],Period42 [kWh],Period43 [kWh],Period44 [kWh],Period45 [kWh],Period46 [kWh],Period47 [kWh],Period48 [kWh],Period49 [kWh],Period50 [kWh],Period51 [kWh],Period52 [kWh],Period53 [kWh],Period54 [kWh],Period55 [kWh],Period56 [kWh],Period57 [kWh],Period58 [kWh],Period59 [kWh],Period60 [kWh],Period61 [kWh],Period62 [kWh],Period63 [kWh],Period64 [kWh],Period65 [kWh],Period66 [kWh],Period67 [kWh],Period68 [kWh],Period69 [kWh],Period70 [kWh],Period71 [kWh],Period72 [kWh],Period73 [kWh],Period74 [kWh],Period75 [kWh],Period76 [kWh],Period77 [kWh],Period78 [kWh],Period79 [kWh],Period80 [kWh],Period81 [kWh],Period82 [kWh],Period83 [kWh],Period84 [kWh],Period85 [kWh],Period86 [kWh],Period87 [kWh],Period88 [kWh],Period89 [kWh],Period90 [kWh],Period91 [kWh],Period92 [kWh],Period93 [kWh],Period94 [kWh],Period95 [kWh],Period96 [kWh]
04-Aug-2018,102551.04,1046.88,1046.88,1054.08,1052.64,1055.52,1045.44,1045.44,1038.24,1039.68,1044,1052.64,1049.76,1041.12,1036.8,1028.16,1022.4,1020.96,1032.48,1031.04,1026.72,1029.6,1026.72,1029.6,1032.48,1049.76,1071.36,1077.12,1078.56,1097.28,1098.72,1095.84,1097.28,1091.52,1092.96,1097.28,1092.96,1082.88,1062.72,1065.6,1058.4,1059.84,1055.52,1051.2,1061.28,1062.72,1058.4,1064.16,1081.44,1061.28,1069.92,1077.12,1071.36,1075.68,1080,1078.56,1081.44,1087.2,1090.08,1091.52,1097.28,1094.4,1091.52,1103.04,1103.04,1104.48,1108.8,1117.44,1104.48,1114.56,1108.8,1105.92,1105.92,1094.4,1100.16,1088.64,1091.52,1077.12,1056.96,1049.76,1055.52,1067.04,1058.4,1055.52,1061.28,1075.68,1072.8,1074.24,1074.24,1072.8,1071.36,1069.92,1062.72,1052.64,1051.2,1033.92,1025.28
05-Aug-2018,98575.2,1031.04,1038.24,1041.12,1031.04,1023.84,1009.44,1006.56,1003.68,997.92,986.4,976.32,982.08,983.52,966.24,966.24,963.36,959.04,953.28,950.4,946.08,950.4,960.48,953.28,946.08,969.12,987.84,973.44,976.32,979.2,977.76,977.76,993.6,997.92,1008,1005.12,1016.64,1020.96,1016.64,1023.84,1026.72,1033.92,1045.44,1056.96,1059.84,1065.6,1049.76,1039.68,1054.08,1033.92,1041.12,1032.48,1035.36,1036.8,1029.6,1026.72,1022.4,1005.12,1016.64,1012.32,1015.2,1022.4,1035.36,1046.88,1062.72,1071.36,1072.8,1081.44,1098.72,1098.72,1092.96,1098.72,1090.08,1090.08,1081.44,1074.24,1061.28,1054.08,1062.72,1062.72,1061.28,1051.2,1056.96,1059.84,1059.84,1059.84,1052.64,1046.88,1056.96,1055.52,1059.84,1058.4,1056.96,1051.2,1051.2,1042.56,1045.44
06-Aug-2018,102316.32,1035.36,1041.12,1042.56,1038.24,1039.68,1038.24,1039.68,1039.68,1039.68,1031.04,1023.84,1016.64,1019.52,1018.08,1022.4,1016.64,1015.2,1012.32,1005.12,1003.68,999.36,1000.8,1006.56,1006.56,1009.44,1005.12,1012.32,1019.52,1036.8,1041.12,1041.12,1046.88,1056.96,1064.16,1074.24,1081.44,1087.2,1084.32,1090.08,1105.92,1114.56,1117.44,1128.96,1128.96,995.04,812.16,813.6,946.08,1149.12,1150.56,1156.32,1157.76,1167.84,1137.6,1137.6,1140.48,1130.4,1128.96,1114.56,1107.36,1091.52,1100.16,1105.92,1111.68,1092.96,1077.12,1085.76,1095.84,1110.24,1105.92,1110.24,1113.12,1113.12,1107.36,1101.6,1097.28,1090.08,1092.96,1090.08,1082.88,1092.96,1095.84,1092.96,1084.32,1082.88,1080,1078.56,1081.44,1072.8,1072.8,1065.6,1071.36,1062.72,1051.2,1056.96,1054.08
07-Aug-2018,102589.92,1051.2,1067.04,1067.04,1065.6,1062.72,1056.96,1056.96,1056.96,1056.96,1052.64,1055.52,1055.52,1059.84,1058.4,1051.2,1052.64,1055.52,1052.64,1051.2,1058.4,1051.2,1056.96,1054.08,1051.2,1056.96,1049.76,1056.96,1056.96,1078.56,1080,1081.44,1087.2,1084.32,1095.84,1097.28,1100.16,1108.8,1111.68,1116,1124.64,1117.44,1133.28,1130.4,1144.8,1149.12,1150.56,1147.68,1146.24,1116,1128.96,1124.64,1139.04,1124.64,1127.52,1133.28,1121.76,1126.08,1131.84,1128.96,1124.64,1123.2,1121.76,1120.32,1123.2,1149.12,1128.96,1123.2,1117.44,1114.56,1123.2,1126.08,1127.52,1084.32,1082.88,1081.44,1080,1054.08,1019.52,972,966.24,976.32,973.44,974.88,966.24,973.44,961.92,959.04,947.52,948.96,947.52,954.72,960.48,951.84,950.4,947.52,964.8
08-Aug-2018,97781.76,964.8,966.24,959.04,970.56,967.68,957.6,951.84,959.04,940.32,938.88,934.56,937.44,931.68,936,925.92,921.6,920.16,915.84,927.36,928.8,930.24,940.32,969.12,964.8,951.84,957.6,961.92,959.04,969.12,967.68,908.64,632.16,997.92,1032.48,1018.08,1016.64,1044,1046.88,1056.96,1059.84,1067.04,1068.48,1052.64,1069.92,1088.64,1116,1107.36,1107.36,1097.28,1103.04,1094.4,1094.4,1098.72,1108.8,1108.8,1116,1121.76,1121.76,1127.52,1124.64,1130.4,1130.4,1131.84,1133.28,1139.04,1133.28,1134.72,1128.96,1134.72,1126.08,1128.96,1126.08,1088.64,1084.32,1072.8,1055.52,1032.48,1032.48,1033.92,1033.92,1036.8,1000.8,969.12,970.56,961.92,947.52,947.52,946.08,983.52,966.24,961.92,963.36,969.12,980.64,972,957.6
09-Aug-2018,95955.84,953.28,954.72,956.16,960.48,969.12,959.04,954.72,954.72,931.68,902.88,898.56,911.52,917.28,914.4,900,908.64,914.4,925.92,927.36,934.56,947.52,947.52,966.24,964.8,970.56,1003.68,996.48,1002.24,1026.72,1039.68,1035.36,1039.68,1075.68,1077.12,1077.12,1080,1072.8,1067.04,1065.6,1082.88,1061.28,1064.16,1088.64,1098.72,1081.44,1092.96,1108.8,1098.72,1098.72,1091.52,1087.2,1090.08,1077.12,1085.76,1088.64,1100.16,1104.48,1110.24,1094.4,1095.84,1094.4,1100.16,1107.36,1111.68,1098.72,1077.12,1085.76,1081.44,1071.36,1080,1078.56,1068.48,1012.32,977.76,960.48,943.2,930.24,927.36,957.6,937.44,930.24,924.48,921.6,908.64,892.8,894.24,895.68,895.68,884.16,878.4,879.84,875.52,875.52,865.44,864,861.12
10-Aug-2018,93087.36,855.36,858.24,856.8,856.8,864,862.56,866.88,853.92,851.04,853.92,858.24,858.24,840.96,851.04,855.36,849.6,845.28,832.32,842.4,846.72,864,864,892.8,897.12,902.88,901.44,912.96,967.68,921.6,983.52,897.12,874.08,923.04,938.88,938.88,970.56,1015.2,1012.32,1015.2,1022.4,1033.92,1046.88,1044,1041.12,1046.88,1059.84,1054.08,1041.12,1044,1048.32,1061.28,1067.04,1072.8,1071.36,1065.6,1069.92,1065.6,1068.48,1123.2,1087.2,1121.76,1090.08,1069.92,1065.6,1087.2,1088.64,1091.52,1101.6,1104.48,1091.52,1075.68,1067.04,1018.08,1008,987.84,964.8,956.16,973.44,967.68,983.52,974.88,970.56,969.12,964.8,959.04,948.96,954.72,947.52,951.84,956.16,960.48,938.88,925.92,927.36,915.84,918.72
11-Aug-2018,98085.6,990.72,993.6,1005.12,1002.24,993.6,977.76,974.88,980.64,986.4,1008,993.6,1006.56,1000.8,983.52,990.72,997.92,984.96,974.88,973.44,989.28,986.4,986.4,979.2,993.6,1015.2,1023.84,1010.88,1028.16,1046.88,1045.44,1054.08,1046.88,1062.72,1067.04,1046.88,1036.8,1019.52,993.6,990.72,995.04,1002.24,1015.2,1026.72,1010.88,1002.24,1013.76,987.84,1005.12,992.16,983.52,1006.56,1023.84,1026.72,1009.44,996.48,1013.76,1039.68,1055.52,1055.52,1067.04,1062.72,1045.44,1054.08,1069.92,1065.6,1054.08,1062.72,1068.48,1075.68,1068.48,1069.92,1067.04,1058.4,1048.32,1051.2,1051.2,1055.52,1055.52,1062.72,1065.6,1051.2,1049.76,1036.8,1033.92,1026.72,1015.2,1019.52,1016.64,1009.44,1015.2,1008,1013.76,995.04,1005.12,1002.24,1002.24
12-Aug-2018,99682.56,990.72,997.92,1008,1008,993.6,1005.12,1010.88,1010.88,1015.2,1005.12,999.36,1005.12,1002.24,995.04,995.04,995.04,996.48,986.4,989.28,984.96,995.04,993.6,992.16,986.4,1006.56,1013.76,1020.96,1025.28,1048.32,1041.12,1041.12,1032.48,1032.48,1033.92,1039.68,1039.68,1041.12,1032.48,1029.6,1033.92,1032.48,1046.88,1055.52,1056.96,1054.08,1056.96,1071.36,1067.04,1068.48,1071.36,1068.48,1068.48,1067.04,1069.92,1081.44,1084.32,1074.24,1074.24,1092.96,1068.48,1061.28,1078.56,1075.68,1069.92,1075.68,1084.32,1078.56,1095.84,1090.08,1062.72,1048.32,1055.52,1044,1054.08,1041.12,1042.56,1029.6,1042.56,1036.8,1041.12,1020.96,1018.08,1022.4,1045.44,1049.76,1049.76,1045.44,1048.32,1048.32,1049.76,1052.64,1054.08,1049.76,1042.56,1038.24,1033.92
13-Aug-2018,98382.24,995.04,970.56,973.44,973.44,959.04,953.28,960.48,959.04,951.84,954.72,951.84,960.48,957.6,948.96,938.88,941.76,936,924.48,921.6,921.6,930.24,938.88,944.64,956.16,973.44,983.52,977.76,977.76,999.36,987.84,979.2,992.16,1039.68,1052.64,1045.44,1064.16,1069.92,1075.68,1074.24,1080,1080,1085.76,1097.28,1103.04,1111.68,1113.12,1114.56,1114.56,1095.84,1092.96,1088.64,1088.64,1095.84,1092.96,1101.6,1118.88,1098.72,1091.52,1103.04,1110.24,1104.48,1107.36,1103.04,1103.04,1110.24,1110.24,1101.6,1104.48,1103.04,1104.48,1100.16,1094.4,1048.32,1023.84,1023.84,1022.4,1005.12,1006.56,1002.24,996.48,992.16,1005.12,1006.56,1009.44,999.36,996.48,997.92,999.36,993.6,984.96,986.4,982.08,969.12,960.48,964.8,963.36
14-Aug-2018,96956.64,963.36,956.16,983.52,983.52,989.28,986.4,984.96,990.72,990.72,980.64,976.32,980.64,983.52,970.56,969.12,970.56,983.52,964.8,977.76,980.64,979.2,973.44,976.32,982.08,983.52,987.84,990.72,990.72,1013.76,1015.2,1020.96,1019.52,1026.72,1028.16,1029.6,1049.76,1049.76,1056.96,1052.64,1064.16,1062.72,1071.36,1065.6,1065.6,1069.92,1077.12,1084.32,1078.56,1069.92,1067.04,1067.04,1061.28,1062.72,1072.8,1065.6,1056.96,1056.96,1055.52,1055.52,1052.64,1052.64,1072.8,1069.92,1051.2,1054.08,1035.36,1028.16,1038.24,1039.68,1039.68,1048.32,1035.36,1032.48,1039.68,1002.24,982.08,967.68,972,977.76,1003.68,996.48,982.08,972,954.72,957.6,964.8,959.04,956.16,953.28,946.08,938.88,948.96,931.68,923.04,927.36,924.48
15-Aug-2018,94991.04,920.16,917.28,924.48,927.36,924.48,921.6,917.28,920.16,908.64,915.84,912.96,910.08,902.88,902.88,901.44,901.44,917.28,907.2,908.64,900,904.32,901.44,894.24,901.44,912.96,925.92,925.92,930.24,944.64,950.4,951.84,963.36,970.56,974.88,987.84,1005.12,1008,996.48,1013.76,1020.96,1026.72,1026.72,1028.16,1029.6,1031.04,1036.8,1029.6,1031.04,1028.16,1028.16,1036.8,1039.68,1042.56,1039.68,1055.52,1052.64,1044,1038.24,1028.16,1049.76,1044,1048.32,1029.6,1029.6,1023.84,1012.32,1020.96,1023.84,1022.4,1025.28,1039.68,1029.6,1031.04,1028.16,1025.28,1015.2,1015.2,1012.32,1029.6,1036.8,1035.36,1023.84,1033.92,1035.36,1029.6,1022.4,1025.28,1038.24,1035.36,1023.84,1018.08,1025.28,1013.76,1002.24,1006.56,1009.44
16-Aug-2018,98510.4,992.16,1002.24,999.36,1000.8,997.92,996.48,995.04,986.4,990.72,984.96,992.16,986.4,983.52,980.64,980.64,989.28,973.44,976.32,972,974.88,974.88,983.52,979.2,970.56,983.52,997.92,987.84,982.08,986.4,992.16,990.72,1002.24,996.48,996.48,999.36,1002.24,1006.56,1008,1015.2,1009.44,1028.16,1032.48,1039.68,1052.64,1058.4,1067.04,1065.6,1074.24,1071.36,1058.4,1056.96,1042.56,1041.12,1058.4,1065.6,1082.88,1078.56,1075.68,1069.92,1059.84,1058.4,1042.56,1054.08,1064.16,1064.16,1072.8,1067.04,1064.16,1064.16,1068.48,1069.92,1074.24,1071.36,1067.04,1061.28,1055.52,1041.12,1054.08,1051.2,1042.56,1052.64,1055.52,1042.56,1035.36,1038.24,1032.48,1033.92,1032.48,1026.72,1036.8,1036.8,1026.72,1019.52,1016.64,1009.44,1006.56
17-Aug-2018,103309.92,997.92,1008,1015.2,1016.64,1010.88,1003.68,1009.44,1013.76,1013.76,997.92,1010.88,1008,1002.24,986.4,987.84,995.04,999.36,993.6,1000.8,996.48,995.04,993.6,987.84,996.48,1012.32,1022.4,1032.48,1035.36,1051.2,1049.76,1055.52,1071.36,1078.56,1085.76,1094.4,1088.64,1097.28,1107.36,1111.68,1126.08,1131.84,1134.72,1137.6,1140.48,1141.92,1144.8,1134.72,1139.04,1143.36,1140.48,1140.48,1137.6,1141.92,1139.04,1141.92,1149.12,1137.6,1147.68,1140.48,1139.04,1140.48,1143.36,1141.92,1133.28,1134.72,1133.28,1140.48,1131.84,1131.84,1134.72,1134.72,1131.84,1128.96,1126.08,1127.52,1131.84,1110.24,1116,1116,1114.56,1110.24,1105.92,1098.72,1094.4,1092.96,1090.08,1097.28,1092.96,1042.56,992.16,989.28,995.04,987.84,980.64,983.52,987.84
18-Aug-2018,98392.32,993.6,995.04,1002.24,1002.24,1002.24,984.96,983.52,993.6,993.6,1002.24,1005.12,990.72,1005.12,1006.56,1012.32,1008,1000.8,992.16,995.04,990.72,983.52,980.64,983.52,989.28,1000.8,1010.88,1010.88,1018.08,1041.12,1056.96,1059.84,1051.2,1051.2,1054.08,1055.52,1041.12,1036.8,1033.92,1048.32,1051.2,1051.2,1058.4,1065.6,1069.92,1069.92,1068.48,1068.48,1069.92,1075.68,1082.88,1092.96,1087.2,1090.08,1085.76,1092.96,1092.96,1087.2,1091.52,1088.64,1091.52,1095.84,1092.96,1097.28,1098.72,1082.88,1074.24,1074.24,1078.56,1084.32,1094.4,1051.2,1035.36,1018.08,1022.4,1020.96,1020.96,1013.76,1019.52,1012.32,1010.88,1003.68,997.92,995.04,997.92,989.28,980.64,977.76,980.64,951.84,927.36,917.28,895.68,895.68,900,889.92,892.8
19-Aug-2018,86086.08,888.48,891.36,895.68,882.72,887.04,884.16,876.96,876.96,868.32,875.52,869.76,871.2,872.64,869.76,874.08,876.96,879.84,868.32,879.84,872.64,872.64,876.96,884.16,875.52,885.6,882.72,888.48,891.36,902.88,898.56,908.64,904.32,915.84,908.64,905.76,894.24,891.36,888.48,895.68,887.04,894.24,894.24,888.48,898.56,895.68,898.56,907.2,904.32,904.32,901.44,908.64,908.64,912.96,908.64,908.64,902.88,915.84,920.16,917.28,912.96,928.8,923.04,924.48,931.68,933.12,924.48,928.8,931.68,934.56,938.88,930.24,928.8,920.16,925.92,918.72,924.48,907.2,908.64,902.88,900,895.68,901.44,910.08,901.44,907.2,900,905.76,892.8,891.36,887.04,885.6,876.96,869.76,842.4,835.2,792
20-Aug-2018,87382.08,807.84,826.56,830.88,823.68,823.68,809.28,804.96,809.28,807.84,807.84,812.16,815.04,803.52,800.64,806.4,804.96,797.76,796.32,802.08,797.76,809.28,810.72,803.52,804.96,819.36,832.32,839.52,843.84,865.44,858.24,869.76,879.84,881.28,888.48,895.68,910.08,918.72,937.44,974.88,943.2,954.72,963.36,974.88,995.04,990.72,986.4,984.96,986.4,972,973.44,970.56,972,979.2,992.16,993.6,993.6,990.72,995.04,986.4,987.84,983.52,984.96,986.4,982.08,987.84,984.96,984.96,983.52,986.4,980.64,972,976.32,976.32,970.56,983.52,969.12,959.04,959.04,953.28,937.44,941.76,937.44,934.56,925.92,930.24,921.6,921.6,915.84,920.16,914.4,917.28,914.4,895.68,895.68,884.16,891.36
21-Aug-2018,90277.92,898.56,887.04,884.16,888.48,892.8,888.48,884.16,885.6,879.84,881.28,875.52,875.52,875.52,875.52,876.96,874.08,865.44,864,864,859.68,856.8,861.12,851.04,849.6,859.68,869.76,872.64,878.4,908.64,911.52,882.72,961.92,946.08,947.52,953.28,943.2,953.28,964.8,966.24,969.12,980.64,980.64,973.44,983.52,984.96,982.08,973.44,967.68,970.56,979.2,972,973.44,983.52,982.08,997.92,995.04,996.48,984.96,984.96,992.16,986.4,996.48,989.28,989.28,987.84,996.48,1003.68,1003.68,997.92,1002.24,992.16,986.4,990.72,977.76,966.24,966.24,951.84,951.84,954.72,960.48,960.48,954.72,951.84,950.4,957.6,954.72,948.96,956.16,950.4,954.72,959.04,951.84,940.32,934.56,938.88,938.88
22-Aug-2018,96144.48,948.96,954.72,957.6,957.6,953.28,956.16,960.48,960.48,953.28,951.84,960.48,957.6,967.68,969.12,973.44,973.44,967.68,974.88,974.88,973.44,970.56,976.32,973.44,974.88,980.64,997.92,999.36,1012.32,1042.56,1041.12,1041.12,1045.44,1067.04,1067.04,1068.48,1080,1078.56,1080,1094.4,1097.28,1100.16,1095.84,1103.04,1107.36,1108.8,1107.36,1110.24,1095.84,1111.68,1105.92,1108.8,1088.64,1069.92,1100.16,1108.8,1160.64,1126.08,1064.16,1087.2,1090.08,1091.52,1069.92,1080,1071.36,1071.36,1049.76,1016.64,1019.52,1012.32,997.92,999.36,1002.24,959.04,944.64,943.2,948.96,938.88,940.32,931.68,946.08,934.56,937.44,941.76,902.88,887.04,888.48,875.52,868.32,866.88,869.76,862.56,865.44,861.12,859.68,853.92,848.16
23-Aug-2018,82199.52,849.6,848.16,856.8,861.12,856.8,843.84,838.08,851.04,845.28,839.52,835.2,836.64,838.08,829.44,832.32,829.44,829.44,817.92,825.12,825.12,820.8,815.04,835.2,848.16,849.6,853.92,888.48,869.76,853.92,851.04,838.08,869.76,917.28,920.16,902.88,915.84,920.16,912.96,912.96,921.6,904.32,897.12,905.76,912.96,914.4,894.24,892.8,882.72,874.08,868.32,871.2,864,864,868.32,876.96,869.76,874.08,874.08,885.6,878.4,876.96,871.2,869.76,871.2,876.96,872.64,869.76,868.32,865.44,868.32,869.76,868.32,862.56,853.92,846.72,846.72,835.2,832.32,833.76,833.76,825.12,819.36,823.68,823.68,825.12,822.24,810.72,803.52,807.84,817.92,820.8,820.8,803.52,806.4,802.08,793.44
